Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin
1958,6,2680,695,164.41,0,30,-128.52,7.54,0.38
2996,1,4146,1115,1033.93,0,26,63.41,12.9,0.57
1950,5,3170,904,315.07,0.02,21,95,5.3,0.46
2299,11,3145,904,5713.48,0.05,15,-712.53,85.63,0.74
2300,13,3146,904,37.4,0.09,20,-17.18,1.57,0.59
1904,9,2610,1526,471.87,0.05,43,52.27,5.25,0.36
4560,5,6346,1526,269.3,0.04,32,22.38,4.95,0.41
4448,4,6196,1526,38.93,0.07,2,-102.43,4.81,0.58
4492,9,6253,1526,270.16,0.09,25,16.92,5.25,0.36
4492,17,6254,1526,2694.01,0.08,24,994.31,7.11,0.36
4527,2,6301,1526,1351.78,0.06,25,109.92,13.22,0.56
4527,8,6302,1526,1560.96,0.07,21,-120.27,4,0.79
1904,5,6259,1526,539.6,0.06,39,-6.5,8.78,0.43
4491,15,6251,1526,1548.45,0.03,5,-224.2,69.55,0.6
4491,5,6252,1526,56.07,0,3,10.49,14.37,0.73
4616,15,6426,1573,5979.84,0.01,46,1779.01,12.65,NA
4697,4,6553,1573,1009.868,0.02,25,170.57,4.99,0.56
4616,12,6427,1573,175.76,0.06,28,80.36,0.5,0.39
3151,1,4374,1165,4152.12,0,34,817.98,19.99,0.59
3136,8,4350,1165,10823.84,0.09,38,3857.43,7.18,0.48
3131,4,4344,1165,6330.086,0.1,39,1421.89,2.5,0.59
3143,14,4362,1170,28664.52,0.09,50,13340.26,24.49,0.37
3152,5,4375,1170,323.26,0.06,16,98.34,6.67,0.49
3143,4,4363,1170,635.7405,0.03,6,-397.53,8.08,0.57
1962,15,2686,731,5859.25,0.02,25,1358.53,28.16,0.59
1978,8,2825,725,1597.02,0.01,47,749.03,1.99,0.42
1953,3,2674,725,89.99,0,18,18.96,1.49,0.36
1978,17,2703,725,25312,0.01,48,8788.81,16.63,0.59
1978,1,2704,725,2138.63,0.01,14,453.03,19.99,0.56
2231,4,3032,861,2422.721,0.1,46,366.18,8.99,0.56
1978,15,3190,922,647.27,0.08,5,-404.77,70.2,0.74
3152,1,6373,1557,646.14,0.07,6,-265.62,35,0.82
4586,2,6381,1557,128.97,0.03,23,-1045.25,49,0.59
4586,16,6381,1557,257.34,0.04,20,12.82,3.14,0.6
4586,13,6381,1557,238.77,0.02,20,-78.81,7.95,0.58
4708,5,6570,1635,2004.22,0.08,35,338.91,12.23,0.64
4803,6,6695,1635,158.62,0.05,37,-104.57,5.17,0.4
4708,3,6569,1635,127.51,0.07,22,26.74,1.49,0.39
4726,5,6594,1635,1676.25,0.04,47,-458.33,22.6,0.58
2046,6,2797,752,80.92,0.09,10,-20.16,5.83,0.36
1996,11,2726,752,1620.94,0.1,4,-969.05,76.37,0.6
1996,5,3058,1097,936.95,0.03,26,-0.74,19.99,0.55
1996,8,3058,853,296.84,0.08,7,-71.83,1.99,0.55
2288,2,3131,853,318.31,0.08,5,-19.06,0.99,0.58
2223,3,3022,853,75.6,0.09,46,-225.25,5.28,0.37
2249,5,3060,853,1125.76,0,17,379.28,12.23,0.64
2344,8,3217,936,557.03,0.04,12,8.95,1.99,0.55
2344,4,3217,936,5133.9235,0.02,34,1313.95,4.99,0.59
2344,6,3217,936,26.53,0.05,3,-15,6.92,0.37
2344,8,3216,936,268.09,0.07,34,-63.76,2.38,0.74
2497,17,3423,936,5361.08,0,42,1841.92,26.3,0.38
62,6,85,47,12.18,0.06,1,-3.88,2.27,0.36
95,6,129,47,2066.16,0.02,50,372.36,17.48,0.36
253,4,349,47,710.328,0.02,12,-10.3,5.31,0.57
170,6,230,47,137.02,0.01,19,-46.89,6.6,0.37
170,2,230,47,324.4,0.1,32,-46.98,4.5,0.59
183,3,246,47,291.67,0.01,40,54.46,2.99,0.35
1993,11,2722,751,14922.16,0.1,30,545.7,45.7,0.71
1992,6,2721,749,116.38,0.08,12,29.68,2.03,0.37
1987,12,2716,749,72.93,0.01,23,28.55,0.49,0.37
1994,2,2723,749,62.77,0.01,1,-36.84,4.5,0.56
3006,3,4160,1123,197.21,0.06,10,56.88,1.49,0.35
2243,13,3049,874,42.5,0.07,3,-28.43,8.99,0.59
3157,3,4381,1169,213.49,0.05,26,-136.45,8.94,0.4
3147,5,4369,1169,32.37,0,13,-48.55,5.33,0.43
3142,3,4361,1169,479.96,0.08,44,122.54,2.99,0.38
3180,13,4413,1169,94.46,0.02,27,-75.09,4.2,0.56
3147,8,4368,1169,667.36,0.09,25,218.89,1.99,0.4
3154,8,4377,1169,208.77,0.07,10,-76.58,4,0.77
3147,4,4370,1169,1409.0875,0.06,38,233.56,4.99,0.56
3911,4,5428,1337,3559.613,0,19,747.74,3,0.58
3844,3,5330,1337,988.42,0.09,37,253.94,6.27,0.37
3916,5,5435,1337,44.84,0.09,3,37.74,5.3,0.46
3911,6,5427,1337,382.65,0.03,40,47.61,4.39,0.38
3917,9,5439,1337,1504.01,0.05,42,211.04,14.72,0.4
3938,3,5472,1337,138.67,0.08,12,-9.72,5.63,0.4
3914,6,5431,1337,34.23,0.02,3,-9.5,7.86,0.37
3916,4,5436,1337,1281.1795,0.02,13,-26.62,5.92,0.58
3911,6,5428,1337,61,0.08,9,-34.25,6.81,0.36
3816,3,5291,1337,139.95,0.04,36,-128.59,5.47,0.37
3934,6,5464,1337,47.11,0,18,-95.42,7.09,0.38
3852,13,5340,1337,1394.36,0,30,271.45,8.99,0.58
3916,6,5437,1337,710.33,0.09,38,62.53,9.03,0.37
3938,8,5473,1337,506.84,0.02,16,-38.32,6.5,0.64
3840,13,5325,1337,65.21,0.08,26,-41.6,2.4,0.58
3914,9,5432,1337,383.33,0.03,22,27.62,8.13,0.38
3917,6,5440,1337,163.62,0,13,16.34,5.43,0.36
3840,8,5324,1337,2779.2,0.02,34,889.57,7.18,0.48
3816,15,5292,1337,5207.5,0.03,24,166.44,64.2,0.59
3934,3,5463,1337,15.61,0.03,7,-5.19,1.49,0.38
619,12,846,218,47.93,0.04,13,15.82,0.5,0.38
617,5,844,218,194.29,0.1,10,68.89,6.67,0.49
670,3,917,218,152.28,0.06,41,-154.81,5.44,0.36
660,6,902,225,199.94,0.01,28,-147.27,9.54,0.37
676,13,925,225,985.29,0.04,22,138.37,8.99,0.58
651,3,889,225,177.88,0.07,45,-146.97,5.04,0.38
664,17,908,225,9418.14,0.09,20,909.36,16.63,0.59
651,9,890,225,139.59,0,30,5.9,2.5,0.37
1029,2,1422,389,199.93,0.1,14,-105.33,13.32,0.43
887,3,1220,310,1765.05,0.05,40,749.22,2.99,0.39
2846,3,3917,1051,1832.22,0.1,50,805.43,2.99,0.35
2869,9,3952,1051,73.5,0.03,12,5.71,2.5,0.36
2855,13,3931,1051,111.9,0.01,16,38.03,1.22,0.4
2846,3,3916,1051,1802,0.02,45,508.96,10.55,0.37
2402,12,3296,942,67.4,0.07,26,22.71,0.5,0.39
2402,8,3295,942,180.7,0.1,31,-94.61,3.85,0.68
2373,15,3258,942,3731.59,0,41,-605.52,42,0.66
2467,6,3379,942,188.44,0.09,6,17.57,5.76,0.4
2377,15,3265,942,1642.43,0.02,10,-423.2,60.2,0.77
2386,3,3274,942,79.02,0.08,36,-192.68,6.05,0.37
2515,13,3445,942,209.3,0.07,29,30.49,2.35,0.47
2451,8,3362,942,1388.91,0.1,20,-229.87,4,0.79
2467,4,3380,942,1265.497,0.1,13,-228.18,7.69,0.59
2439,14,3346,942,16468.55,0.08,39,5638.75,49,0.38
2366,3,3248,942,240.27,0.07,33,-269.8,11.51,0.36
2366,15,3249,942,6802.37,0.08,24,459.5,69.55,0.6
2416,4,3314,942,2482.034,0.08,48,421.89,5.92,0.58
2373,14,3259,942,33367.85,0.01,9,3992.52,24.49,0.37
2484,8,3402,942,2004.4,0.05,24,544.3,6.13,0.45
2539,4,3477,942,1470.0495,0.1,28,185.94,4.99,0.57
2539,3,3476,942,1134.05,0.08,7,149.5,19.99,0.39
2373,6,3260,942,1299.91,0.06,44,439.26,5.76,0.4
2351,13,3228,942,138.17,0,23,-1.09,2.27,0.56
2451,17,3362,942,1806.65,0.05,34,599.04,10.17,0.37
3899,8,5407,1340,205.32,0.08,21,37.3,1.99,0.41
3899,3,5408,1340,807.6,0,47,214.3,5.08,0.36
3827,2,5305,1340,354.45,0.01,31,11.38,3.99,0.58
3899,3,5409,1340,694.17,0,11,174.22,10.29,0.39
3926,1,5455,1340,1609.69,0.04,4,-281.17,19.99,0.58
3928,6,5457,1340,299.85,0.03,44,-260.8,10.05,0.37
3850,6,5337,1340,441.99,0.08,23,32.36,8.68,0.37
3827,13,5306,1340,238.43,0.02,13,-36.11,8.99,0.56
3926,12,5454,1340,170.82,0,41,85.45,0.5,0.38
3827,11,5307,1340,1606.4,0.08,36,-1231.35,46.59,0.67
3850,13,5338,1340,245.19,0.03,34,37.99,2.35,0.47
3838,8,5322,1340,1078.58,0.03,35,9,4,0.75
3885,3,5385,1341,402.49,0,32,41.79,5.63,0.4
3885,3,5385,1341,1754.29,0.09,1,-961.5,19.99,0.36
3887,4,5389,1341,315.792,0.1,13,-105.77,8.59,0.56
3890,4,5393,1341,756.7295,0.07,42,64.78,4.81,0.58
3905,7,5420,1341,7.56,0.1,4,-5.53,0.76,0.83
3905,5,5419,1341,1152.63,0.03,36,389.4,7.09,0.49
3831,4,5312,1341,5554.036,0.09,40,1153.84,8.99,0.57
3890,6,5394,1341,3676.96,0.09,38,1233.45,19.99,0.37
2644,11,3617,1021,9944.49,0.08,25,-969.05,76.37,0.6
2693,16,3687,1021,174.22,0.03,21,-1.23,2.64,0.59
2644,8,3616,1021,64.5,0.05,3,-55.11,1.99,0.48
2693,6,3687,1021,76.81,0,13,-55.77,7.54,0.38
2630,7,3597,1021,14.75,0.03,4,-2.49,1.35,0.4
2682,8,3673,1021,2493.24,0.03,25,293.66,19.99,0.52
2682,4,3672,1021,201.178,0.07,2,-604.41,2.5,0.6
3270,3,4539,1220,55,0.05,8,-23.62,5.36,0.4
3270,12,4540,1220,107.73,0.08,37,39.81,0.5,0.37
3427,14,4749,1220,19461.8,0.06,43,7752.01,49,0.38
3427,13,4750,1220,313.85,0.03,14,-31.37,8.99,0.59
3270,9,4540,1220,51.66,0.06,7,7.4,1.39,0.36
3298,6,4574,1220,78.72,0.1,10,-22.36,5.83,0.36
2936,11,4055,1074,1223.43,0.01,16,-1615.59,89.3,0.69
2937,8,4056,1074,2018.68,0.1,50,731.72,1.99,0.44
4781,17,6665,1606,5062.18,0.06,23,842.83,28.06,0.56
4783,8,6667,1606,321.21,0.04,14,53.44,1.99,0.46
4651,10,6482,1606,754.94,0.01,12,-226.24,36.61,0.61
4480,9,6239,1478,462.12,0,28,226.4,1.39,0.38
4439,4,6185,1478,4442.049,0.1,27,720.95,8.08,0.59
4521,2,6291,1478,280.39,0,17,9.33,6.75,0.52
4353,8,6069,1478,1344.88,0.06,25,-13.77,4,0.74
4353,12,6070,1478,248.54,0.07,42,111.75,0.5,0.39
1829,13,2523,633,136.72,0.09,35,5.91,1.23,0.55
2030,3,2776,726,306.13,0.09,50,87.6,1.49,0.39
1954,6,2675,726,343,0,50,-76.94,5.66,0.37
2211,5,4138,1109,8958.46,0.02,41,2593.14,21.21,0.59
2247,4,3055,842,187.3995,0.08,4,-225.3,3.3,0.59
2211,5,3010,842,4201.08,0.01,21,1162.76,11.54,0.59
4265,5,5954,1443,251.45,0.06,19,90,4.95,0.37
4308,11,6012,1443,337.38,0,19,-409.79,27.75,0.76
4329,6,6035,1443,576.89,0.08,22,175.03,5.58,0.39
4260,17,5948,1443,8270.57,0.08,25,2851.46,48.26,0.36
4262,8,5950,1443,41.03,0.1,9,-30.47,2.39,0.72
4329,4,6036,1443,35.666,0.06,2,-112.19,2.5,0.81
4300,3,6001,1443,557.35,0,46,-9.19,7.19,0.4
4329,3,6034,1443,78.94,0.03,12,-51.7,7.46,0.36
4268,13,5957,1443,18.26,0.05,11,-3.89,0.7,0.6
4329,4,6036,1443,4191.5625,0,38,1286.53,2.5,0.58
4300,6,6002,1443,490.87,0,50,190.93,2.03,0.37
4245,8,5927,1443,464.57,0.04,12,-79.18,4,0.7
2064,15,2823,778,5332.42,0.06,49,-219.2,30,0.69
2980,8,4114,1091,1854.94,0.04,6,-559.78,7.18,0.48
2254,3,3066,868,95.38,0.03,5,-36.89,13.18,0.37
2064,15,2823,868,2328.62,0,19,45.54,30,0.64
2565,3,3512,968,470.79,0.04,21,-80.11,15.1,0.38
2565,12,3513,968,36.56,0.07,6,6.22,0.5,0.39
2428,3,3333,968,202.84,0.05,23,-19.48,5.6,0.36
2563,4,3510,968,232.4155,0.05,34,-110.59,5.03,0.6
2524,15,3457,968,7323.78,0.04,31,573.55,62.94,0.57
2565,5,3514,968,55.17,0.06,3,46.84,5.03,0.54
2569,6,3519,968,137.97,0.06,20,-123.94,10.05,0.37
2570,11,3520,968,2527.792,0.09,23,-335.32,52.42,0.74
2428,3,3333,968,251.34,0.1,36,-162.2,7.72,0.38
2428,2,3334,968,78.39,0.01,5,-5.16,4.98,0.58
2470,9,3383,968,538.3,0.03,31,-63.98,12.39,0.35
63,3,86,48,820.52,0.01,50,-191.22,13.18,0.37
207,4,282,48,1350.531,0.01,24,221.18,5.26,0.56
103,3,141,48,252.79,0.09,9,58.23,2.99,0.35
310,2,416,48,1583.06,0.05,20,328,13.99,0.52
150,17,201,48,4343.51,0.09,3,-3755.03,29.7,0.57
36,6,48,27,48.91,0.01,11,-7.04,2.97,0.35
174,3,236,77,376.21,0.03,19,89.56,5.23,0.37
281,13,381,77,777.76,0.02,48,63.46,5.45,0.55
281,12,380,77,61.09,0.04,12,24.06,0.5,0.36
309,2,415,77,2700.41,0.08,10,258.01,23.19,0.59
112,6,153,77,644.4,0.04,27,-97.28,16.87,0.39
185,10,249,77,6123.94,0.01,22,1292.44,41.91,0.59
17,13,24,15,80.9,0.09,30,5.76,0.7,0.56
22,8,29,15,66.54,0.01,10,-46.03,4.38,0.75
22,6,30,15,845.32,0.06,21,33.67,19.99,0.36
2879,12,3968,1054,96.23,0.05,31,24.05,0.99,0.37
2879,5,3968,1054,70.08,0,7,8.02,3.72,0.4
2850,2,3923,1054,104.38,0.07,7,-24.2,6.75,0.52
2890,5,3986,1054,1961.39,0,14,761.04,24.49,0.59
2905,15,4007,1054,1736.26,0.01,11,-505.76,60.2,0.77
2879,11,3969,1054,234.768,0.04,3,54.23,89.3,0.69
2890,7,3987,1054,4.94,0.1,3,-1.76,0.7,0.37
109,17,150,68,5472.12,0.06,4,-2816.34,14.7,0.59
94,13,127,68,82.15,0.03,35,-6.33,1.12,0.58
94,5,127,68,283.58,0.03,42,-14.23,4.95,0.37
298,11,400,68,3881.89,0.06,22,-803.52,69,0.72
94,17,128,68,5403.37,0.06,39,948.79,17.85,0.56
298,1,400,68,1326.04,0.02,39,-1129.96,35,0.81
7,6,9,7,228.41,0.07,44,-226.36,8.33,0.38
330,5,440,123,843.53,0.04,42,268.32,6.15,0.44
1099,13,1516,425,198.08,0.02,47,32.69,0.94,0.56
255,8,351,79,509.52,0.05,25,-145.78,6.5,0.78
265,17,363,79,16073.03,0.01,34,5386.32,14.7,0.56
265,3,362,79,224.58,0.03,48,-144.76,5.42,0.37
267,4,365,79,54.077,0.07,1,-232.99,5,0.83
225,8,313,79,2298.32,0.06,24,218.72,19.99,0.5
231,16,320,79,224.47,0.08,16,-49.31,7.59,0.56
320,17,427,79,2728.65,0,1,-5572.39,29.7,0.57
265,9,362,79,365.77,0.07,34,155.69,1.39,0.39
255,8,351,79,97.02,0.06,10,-3.96,1.99,0.41
115,6,156,79,207.08,0.09,48,-131.82,5.17,0.4
115,1,156,79,234.28,0.09,8,-65.42,13.99,0.58
115,4,156,79,1779.8915,0.09,41,-250.17,5,0.8
255,3,351,79,281.84,0.06,19,-21.85,8.4,0.39
49,5,65,25,844.09,0.04,41,52.56,10.49,0.49
49,8,63,25,1311.25,0,32,407.44,1.99,0.54
49,10,64,25,544.41,0.09,5,-338.27,57.38,0.78
30,4,40,25,820.284,0,8,-180.2,2.5,0.57
2472,6,3388,974,823.07,0.02,22,318.25,5.08,0.38
2547,16,3486,974,98.24,0.04,9,-10.38,3.37,0.57
2508,1,3437,974,580.04,0.09,36,-31.86,6.25,0.58
2472,8,3387,974,865.35,0.06,28,-159.25,8.65,0.74
2462,3,3374,974,159.71,0.1,20,-114.41,8.94,0.4
2382,1,3270,927,158.19,0.09,17,-75.22,7.28,0.57
2541,8,3479,927,11883.2,0.1,41,4160.88,7.18,0.48
2330,6,3198,927,188.73,0.05,24,-32.48,5.83,0.36
2537,6,3473,927,113.19,0.04,11,-53.25,9.86,0.4
2537,3,3473,927,196.04,0.04,13,2.13,7.27,0.38
2537,12,3474,927,140.02,0.03,28,66.71,0.5,0.36
2363,6,3245,927,40.26,0.01,8,-27.44,5.68,0.4
2543,1,3482,927,621.21,0.07,22,-42.35,6.64,0.7
213,8,295,49,226.5,0.09,48,-173.15,4.62,0.64
213,16,294,49,42.89,0.02,5,-32.48,8.37,0.58
280,5,379,49,52.39,0.08,8,-17.38,5.57,0.41
157,10,211,49,4684.9,0.01,30,-549.27,66.27,0.65
259,2,355,49,2475.83,0.09,42,752.37,3.99,0.57
213,8,296,49,438.93,0.04,13,-119.02,5.5,0.75
213,6,293,49,140.66,0,14,11.34,4.39,0.38
64,11,87,49,6250.936,0.01,29,31.21,62.74,0.75
87,6,116,49,268.34,0.09,44,-240.83,8.88,0.37
71,5,95,49,1519.9,0.09,15,399.37,24.49,0.61
65,13,89,49,80.27,0.09,46,-0.79,0.7,0.56
65,5,88,49,854.88,0.09,25,-44.14,19.99,0.55
317,8,423,49,387.17,0.1,7,-204.65,6.55,0.68
262,9,358,66,6553.45,0.03,39,2969.81,19.99,0.39
300,1,403,66,617.26,0.04,48,-37.52,6.13,0.57
300,11,404,66,13104.992,0.03,45,5626.42,60,NA
90,3,122,66,1414.05,0.09,42,161.48,14.72,0.37
90,3,121,66,40.1,0.09,1,-16.07,11.63,0.37
307,10,413,66,623.71,0.01,10,-213.32,36.61,0.61
157,15,1483,409,770.76,0.08,4,-192.51,23.76,0.58
329,6,438,122,272.07,0.02,39,-206.46,9.54,0.37
329,5,437,122,14.23,0,4,-4.43,5.33,0.43
329,1,439,122,325.43,0.09,5,-76.11,6.88,0.73
2055,4,2809,774,803.267,0.06,15,-19.97,5.26,0.56
2265,6,3087,827,1201.68,0.01,28,146.8,19.99,0.36
2258,1,3074,827,653.92,0.02,11,52.89,9.71,0.57
2197,9,2994,827,7522.8,0.04,48,3187.37,19.99,0.39
2265,5,3087,827,2784.57,0.05,21,847.06,24.49,0.59
4613,5,6419,1569,183.22,0.01,13,-100.89,14.37,0.73
4613,1,6420,1569,68.03,0.02,4,-29.42,4.53,0.81
4790,5,6676,1569,419.95,0.02,39,-39.1,5.16,0.57
1136,5,1566,436,11.01,0.09,3,-1.42,5.33,0.43
1136,3,1566,436,39.44,0,5,-0.94,2.99,0.35
1164,2,1606,445,9492.92,0.05,29,772.04,91.05,0.57
1176,4,1622,445,728.025,0.04,13,20,2.5,0.55
2931,4,4050,445,302.1325,0.02,16,38.91,0.99,0.57
2931,1,4049,445,773.74,0.02,11,-309.48,35,0.8
1180,15,1626,445,709.37,0.1,8,-281.76,42,0.66
1158,4,1600,445,849.031,0.07,50,-133.31,3.3,0.81
2958,17,4079,445,2608.79,0.03,12,67.36,14.7,0.59
1180,16,1627,445,59.76,0.1,19,-33.11,1.92,0.84
2944,5,4063,445,113.43,0.09,24,-53.06,5.32,0.41
1158,15,1599,445,473.88,0.01,4,-183.26,30,0.71
2965,4,4088,445,4257.276,0.04,41,1059.08,2.5,0.6
1514,15,2091,529,7341.96,0,32,764.95,64.2,0.59
1459,3,2016,529,127.56,0.03,22,-60.72,5.63,0.39
1372,1,1890,529,750.03,0.07,35,-1072.97,35,0.84
1518,8,2097,529,125.7,0.04,4,-62.77,1.99,0.42
1518,8,2096,529,205.3,0,25,-89.56,5.53,0.69
1494,13,2065,529,1511.7,0.02,43,221.63,7.73,0.59
1597,15,2207,529,6123.48,0.08,44,1232.79,24.49,0.57
1504,5,2079,529,285.06,0.08,34,-211.54,10.16,0.59
1500,12,2072,529,109.78,0.06,31,43.77,0.5,0.37
1430,6,1978,491,220.48,0.04,36,81.91,1.02,0.39
1310,6,1806,491,125.16,0.02,18,-23.48,5.14,0.37
1515,12,2092,491,269.28,0.08,28,113.63,0.99,0.37
1309,16,1805,491,173.2,0.01,18,-10.9,3.98,0.56
1654,1,2284,491,90.58,0.06,7,-27.83,6.27,0.57
1430,3,1977,491,751.52,0.09,25,67.11,12.62,0.37
1654,6,2283,491,197.93,0.06,32,-57.64,5.46,0.36
1430,4,1979,491,1259.4535,0.02,21,168.24,8.99,0.56
4885,5,6815,1685,715.8,0.06,12,-279.12,52.2,0.72
4942,12,6894,1685,98.46,0.01,32,41.54,0.5,0.38
4911,6,6850,1685,326.1,0.04,48,-118.74,6.6,0.37
4942,4,6895,1685,569.636,0,11,-173.25,5,0.8
4939,6,6890,1685,214.19,0,29,-40.56,5.94,0.37
4885,11,6816,1685,10941.23,0,47,1687.07,32.48,0.68
4911,4,6851,1685,170.374,0.09,6,-67.13,0.99,0.35
4470,17,6227,1534,9396.41,0.02,4,-4991.42,29.7,0.57
4470,10,6227,1534,7937.59,0.03,27,1383.24,54.92,0.55
3191,6,4427,1174,272.39,0.03,39,-91.48,6.6,0.37
3196,4,4433,1173,837.386,0.03,45,104.33,4.81,0.58
3198,8,4436,1173,1504.22,0.02,38,118.97,10.25,0.55
3202,9,4441,1173,437.73,0.01,42,205.7,1.39,0.37
3196,15,4432,1173,830.28,0,6,-382.98,70.2,0.74
3183,11,4417,1173,1069.85,0.07,34,-1179.39,45.51,0.65
3202,1,4442,1173,275.01,0,16,-87.11,11.25,0.6
3188,13,4423,1173,103.32,0,33,-25.68,2.03,0.57
3199,2,4437,1173,745.48,0.02,50,119.12,3.5,0.58
3199,4,4438,1173,3086.5115,0.08,45,1560.96,2.5,0.35
4239,6,5914,1437,142.18,0.07,28,-50.14,4.72,0.36
4241,1,5918,1437,1691.51,0.08,42,285.16,6.22,NA
4241,5,5918,1437,47.86,0,4,-17.32,7.29,0.45
4303,17,6006,1437,13905.88,0.05,26,6441.18,24.49,0.37
4241,4,5920,1437,3607.8505,0.05,39,784.49,8.99,0.57
4558,4,6342,1437,2813.8485,0.08,28,377.15,7.69,0.58
4241,9,5919,1437,122.93,0.04,12,-6.83,5.76,0.35
4558,6,6341,1437,630.14,0.04,30,108,8.68,0.37
4302,8,6004,1445,673.92,0.01,21,224.71,1.99,0.42
4281,1,5975,1445,687.47,0.1,32,-1533.15,53.03,0.78
4513,11,6283,1445,6878.55,0.03,26,506.71,66.67,0.61
4295,13,5992,1445,241.85,0.01,6,-4.5,13.89,0.41
4302,1,6005,1445,540.56,0.02,19,-93.46,13.99,0.58
4464,11,6220,1445,154.21,0.03,8,-160.39,27.75,0.76
4278,4,5969,1445,2864.1005,0.03,50,697.82,8.99,0.55
4250,6,5935,1445,1220.23,0,49,172.62,11.54,0.39
4281,10,5973,1445,5677.87,0.04,43,-824.09,54.74,0.69
4276,1,5967,1445,555.2,0.06,8,-267.86,35,0.8
4281,8,5974,1445,732.72,0.03,9,8.6,6.13,0.45
4297,10,5996,1445,3000.88,0.01,50,-719.17,36.61,0.61
4250,2,5934,1445,220.09,0.04,39,-1795.74,49,0.6
4297,4,5995,1445,627.453,0.07,6,-408.25,8.08,0.57
4464,1,6219,1445,279.77,0.07,8,-14.02,8.22,0.57
4249,1,5933,1445,299.01,0.09,38,-142.86,6.5,0.59
4250,1,5936,1445,6152.8,0.04,27,554.55,28.66,0.72
4297,5,5997,1445,6118.38,0.09,31,2042.58,21.21,0.59
4250,17,5936,1445,4332.3,0.08,28,2066.12,15.59,0.36
4500,17,6266,1445,2421.02,0.07,3,-1943.17,16.06,0.56
4823,9,6720,1665,39.49,0.1,3,-12.99,5.72,0.35
1790,10,2481,601,5748.2,0.09,39,-459.86,35.02,0.72
1790,4,6052,1466,6717.9325,0.09,47,1717.89,4.99,0.59
4496,3,6260,1466,229.43,0.03,31,-127.05,7.72,0.38
4608,15,6409,1466,1025.88,0.08,10,-211.33,42,0.61
4477,2,6236,1466,126.74,0.08,15,-18.53,3.5,0.58
1555,17,2150,496,11277.05,0.01,45,3497.45,17.86,0.58
1399,6,1931,496,218.6,0.05,36,-46.43,4.96,0.36
1680,6,2325,496,120.54,0.06,28,6.52,2.26,0.36
1555,13,2149,496,110.64,0.06,43,-62.6,2.4,0.58
1680,7,2324,496,200.1,0.04,42,3.02,0.7,0.8
1315,8,1811,496,2047.58,0.01,49,902.62,1.99,0.44
1456,3,2011,496,345.19,0.1,12,111.59,1.49,0.37
1487,9,2053,496,877.47,0.07,14,151.24,19.99,0.38
1315,5,1811,496,56.61,0.02,1,-22.16,14.45,0.57
1409,3,1944,496,311.65,0.03,45,-71.25,5.48,0.37
1409,7,1944,496,101.19,0.06,28,32.47,0.71,0.39
1399,6,1930,496,2430.34,0.08,46,752.87,13.88,0.36
1487,2,2053,496,146.15,0.02,35,-180.26,6.89,0.6
1555,5,2149,496,125.31,0,14,26.24,4.95,0.41
1617,6,2234,502,177.41,0.05,29,-116.05,7.64,0.36
1369,12,1886,502,141.49,0.03,39,59.92,0.5,0.38
1379,6,1900,502,498.16,0.03,48,40.61,5.12,0.4
1369,6,1887,502,211.55,0.05,31,-120.95,7.91,0.37
1677,13,2319,502,68.53,0.09,21,-59.97,3.97,0.56
1677,4,2320,502,4215.83,0.02,39,972.19,8.99,0.59
1553,8,2147,502,877.97,0.03,29,-144.2,6.5,0.79
1568,3,2164,502,138.24,0.06,22,-48.22,5.19,0.38
1323,3,1822,502,17.12,0.03,4,-2.55,1.49,0.38
1379,3,1899,502,711.1,0.08,36,241.08,2.99,0.36
1505,14,2081,518,9862.51,0.07,15,325.29,24.49,0.54
1588,3,2194,518,36.37,0.07,19,-10.26,1.49,0.37
1475,3,2038,518,167.46,0.09,40,-134.3,5.41,0.35
1353,6,1861,518,111.66,0.06,21,-53.33,5.49,0.38
1505,3,2080,518,311.66,0.04,37,-63.81,6.19,0.38
1668,6,2305,518,88.84,0.02,16,-46.92,6.07,0.36
1353,8,1862,518,231.95,0.03,24,44.14,1.99,0.43
1376,9,1896,518,281.71,0.02,36,117.38,1.39,0.36
233,11,323,57,6067.76,0.06,20,-98.05,54.12,0.76
184,17,248,57,12593.91,0.09,49,2699.67,28.06,0.56
233,6,322,57,256,0.03,47,-119.84,5.66,0.4
74,3,98,57,397.84,0,25,-14.75,9.73,0.36
184,3,247,57,281.39,0.1,50,-106.4,5.01,0.39
27,15,37,22,14223.82,0.09,30,3424.22,26,0.6
340,17,455,130,712.04,0.07,45,-110.93,9.4,0.49
1311,3,1807,492,1246.52,0.01,50,52.48,12.98,0.39
1602,6,2215,492,476.04,0.01,23,57.25,9.54,0.37
1460,16,2017,492,81.58,0.04,7,-7.78,3.37,0.57
1620,3,2237,492,204.15,0.07,48,-155.53,5.41,0.35
1424,3,1969,492,125.46,0.07,34,-129.63,5.47,0.37
1656,3,2286,492,35.14,0.02,1,-12.75,6.27,0.37
1644,2,2270,492,8413.23,0.05,23,2464.75,19.99,0.57
1672,15,2311,492,13608.83,0.1,50,1342.93,64.73,0.56
1333,5,1834,492,4888.14,0.07,47,1545.09,5.81,0.65
1472,9,2033,492,365.24,0.09,44,-163.13,8.29,0.38
1602,5,2214,492,2980.15,0.05,43,-865.98,37.58,0.78
1443,8,1994,492,5382.24,0.1,37,14.85,4,0.79
1443,8,1994,492,1035.95,0.08,30,342.41,1.99,0.43
